COUNTRY	INDUSTRY	YEAR	Nominal Value Added	Real Value Added	Employment	Total Hours	Total Labor Cost	National Currency per US dollar	Consumer Price Index (2010=100)	
ITA	24	1971						3.127	6.400	
ITA	24	1972						3.326	6.768	
ITA	24	1973						3.327	7.499	
ITA	24	1974						2.983	8.936	
ITA	24	1975						2.971	10.451	
ITA	24	1976						2.330	12.187	
ITA	24	1977						2.198	14.274	
ITA	24	1978						2.286	16.001	
ITA	24	1979						2.335	18.369	
ITA	24	1980						2.265	22.238	
ITA	24	1981						1.715	26.234	
ITA	24	1982						1.436	30.557	
ITA	24	1983						1.279	35.033	
ITA	24	1984						1.106	38.815	
ITA	24	1985						1.017	42.388	
ITA	24	1986						1.303	44.856	
ITA	24	1987						1.495	46.986	
ITA	24	1988						1.491	49.362	
ITA	24	1989						1.412	52.452	
ITA	24	1990						1.619	55.839	
ITA	24	1991						1.566	59.329	
ITA	24	1992						1.579	62.456	
ITA	24	1993						1.232	65.346	
ITA	24	1994						1.202	67.993	
ITA	24	1995	"9,913"	"9,003"	153	288	"5,495"	1.189	71.553	
ITA	24	1996	"7,921"	"8,157"	148	281	"5,686"	1.255	74.420	
ITA	24	1997	"8,170"	"8,632"	146	277	"6,040"	1.138	75.941	
ITA	24	1998	"8,341"	"8,485"	149	285	"6,154"	1.117	77.425	
ITA	24	1999	"7,556"	"8,451"	149	279	"6,124"	1.067	78.713	
ITA	24	2000	"8,036"	"8,530"	146	276	"6,078"	0.924	80.711	
ITA	24	2001	"7,500"	"8,259"	146	274	"6,070"	0.895	82.959	
ITA	24	2002	"7,105"	"8,096"	143	269	"6,017"	0.944	85.004	
ITA	24	2003	"7,992"	"8,541"	149	278	"6,380"	1.131	87.276	
ITA	24	2004	"8,481"	"7,943"	148	274	"6,461"	1.243	89.202	
ITA	24	2005	"9,039"	"8,568"	150	274	"6,661"	1.246	90.973	
ITA	24	2006	"9,741"	"8,945"	151	277	"6,856"	1.256	92.875	
ITA	24	2007	"11,173"	"9,192"	155	287	"7,249"	1.371	94.574	
ITA	24	2008	"10,294"	"8,733"	154	281	"7,366"	1.472	97.740	
ITA	24	2009	"5,938"	"6,374"	148	251	"6,384"	1.393	98.497	
ITA	24	2010	"7,882"	"7,882"	142	245	"6,713"	1.327	100.000	
ITA	24	2011	"8,530"	"8,750"	140	248	"6,871"	1.391	102.781	
ITA	24	2012	"7,444"	"9,928"	137	235	"6,676"	1.286	105.907	
ITA	24	2013	"7,019"	"10,155"	132	227	"6,502"	1.328	107.199	
ITA	24	2014	"7,680"	"11,426"	131	227	"6,543"	1.329	107.457	
ITA	24	2015	"7,688"	"12,021"	130	226	"6,545"	1.110	107.499	
ITA	24	2016						1.107	107.398	
ITA	24	2017						1.129	108.715	
ITA	24	2018								
ITA	25	1950						3.105	2.882	
ITA	25	1951						3.109	3.160	
ITA	25	1952						3.109	3.296	
ITA	25	1953						3.109	3.360	
ITA	25	1954						3.109	3.709	
ITA	25	1955						3.109	3.781	
ITA	25	1956						3.109	3.909	
ITA	25	1957						3.109	3.960	
ITA	25	1958						3.110	4.073	
ITA	25	1959						3.109	4.053	
ITA	25	1960						3.109	4.148	
ITA	25	1961						3.104	4.233	
ITA	25	1962						3.104	4.431	
ITA	25	1963						3.104	4.762	
ITA	25	1964						3.104	5.043	
ITA	25	1965						3.104	5.271	
ITA	25	1966						3.104	5.395	
ITA	25	1967						3.104	5.596	
ITA	25	1968						3.104	5.668	
ITA	25	1969						3.104	5.818	
ITA	25	1970						3.104	6.108	
ITA	25	1971						3.127	6.400	
ITA	25	1972						3.326	6.768	
ITA	25	1973						3.327	7.499	
ITA	25	1974						2.983	8.936	
ITA	25	1975						2.971	10.451	
ITA	25	1976						2.330	12.187	
ITA	25	1977						2.198	14.274	
ITA	25	1978						2.286	16.001	
ITA	25	1979						2.335	18.369	
ITA	25	1980						2.265	22.238	
ITA	25	1981						1.715	26.234	
ITA	25	1982						1.436	30.557	
ITA	25	1983						1.279	35.033	
ITA	25	1984						1.106	38.815	
ITA	25	1985						1.017	42.388	
ITA	25	1986						1.303	44.856	
ITA	25	1987						1.495	46.986	
ITA	25	1988						1.491	49.362	
ITA	25	1989						1.412	52.452	
ITA	25	1990						1.619	55.839	
ITA	25	1991						1.566	59.329	
ITA	25	1992						1.579	62.456	
ITA	25	1993						1.232	65.346	
ITA	25	1994						1.202	67.993	
ITA	25	1995	"17,551"	"23,734"	534	"1,002"	"11,718"	1.189	71.553	
ITA	25	1996	"20,554"	"25,149"	556	"1,056"	"13,198"	1.255	74.420	
ITA	25	1997	"20,839"	"25,262"	555	"1,052"	"13,703"	1.138	75.941	
ITA	25	1998	"21,836"	"25,881"	570	"1,089"	"14,118"	1.117	77.425	
ITA	25	1999	"22,632"	"26,417"	584	"1,097"	"14,818"	1.067	78.713	
ITA	25	2000	"22,993"	"26,888"	576	"1,089"	"14,972"	0.924	80.711	
ITA	25	2001	"24,347"	"27,991"	588	"1,106"	"15,960"	0.895	82.959	
ITA	25	2002	"25,085"	"28,633"	592	"1,112"	"16,570"	0.944	85.004	
ITA	25	2003	"25,810"	"29,115"	606	"1,131"	"17,757"	1.131	87.276	
ITA	25	2004	"26,423"	"29,958"	597	"1,107"	"18,109"	1.243	89.202	
ITA	25	2005	"27,027"	"30,538"	602	"1,100"	"18,584"	1.246	90.973	
ITA	25	2006	"29,591"	"33,024"	635	"1,171"	"20,010"	1.256	92.875	
ITA	25	2007	"32,316"	"34,834"	649	"1,201"	"21,207"	1.371	94.574	
ITA	25	2008	"32,416"	"34,103"	643	"1,175"	"21,794"	1.472	97.740	
ITA	25	2009	"27,134"	"26,187"	608	"1,031"	"19,707"	1.393	98.497	
ITA	25	2010	"28,414"	"28,414"	578	"1,002"	"19,958"	1.327	100.000	
ITA	25	2011	"28,886"	"28,267"	574	"1,012"	"20,499"	1.391	102.781	
ITA	25	2012	"27,587"	"26,763"	559	958	"19,986"	1.286	105.907	
ITA	25	2013	"27,253"	"26,233"	535	917	"19,705"	1.328	107.199	
ITA	25	2014	"27,951"	"26,418"	526	910	"19,643"	1.329	107.457	
ITA	25	2015	"28,439"	"26,380"	520	905	"19,995"	1.110	107.499	
ITA	25	2016						1.107	107.398	
ITA	25	2017						1.129	108.715	
ITA	25	2018								
ITA	26-27	1950						3.105	2.882	
ITA	26-27	1951						3.109	3.160	
ITA	26-27	1952						3.109	3.296	
ITA	26-27	1953						3.109	3.360	
ITA	26-27	1954						3.109	3.709	
ITA	26-27	1955						3.109	3.781	
ITA	26-27	1956						3.109	3.909	
ITA	26-27	1957						3.109	3.960	
ITA	26-27	1958						3.110	4.073	
ITA	26-27	1959						3.109	4.053	
ITA	26-27	1960						3.109	4.148	
ITA	26-27	1961						3.104	4.233	
ITA	26-27	1962						3.104	4.431	
ITA	26-27	1963						3.104	4.762	
ITA	26-27	1964						3.104	5.043	
ITA	26-27	1965						3.104	5.271	
ITA	26-27	1966						3.104	5.395	
ITA	26-27	1967						3.104	5.596	
ITA	26-27	1968						3.104	5.668	
ITA	26-27	1969						3.104	5.818	
ITA	26-27	1970	645	"3,364"	322	647	418	3.104	6.108	
ITA	26-27	1971	688	"3,469"	332	649	468	3.127	6.400	
ITA	26-27	1972	788	"4,230"	335	648	510	3.326	6.768	
ITA	26-27	1973	"1,015"	"5,356"	343	675	630	3.327	7.499	
ITA	26-27	1974	"1,305"	"6,429"	351	666	802	2.983	8.936	
ITA	26-27	1975	"1,430"	"6,310"	359	658	"1,007"	2.971	10.451	
ITA	26-27	1976	"1,977"	"7,414"	371	680	"1,285"	2.330	12.187	
ITA	26-27	1977	"2,462"	"8,123"	377	696	"1,522"	2.198	14.274	
ITA	26-27	1978	"2,841"	"8,647"	377	694	"1,715"	2.286	16.001	
ITA	26-27	1979	"3,332"	"9,556"	380	688	"2,015"	2.335	18.369	
ITA	26-27	1980	"4,122"	"10,087"	383	690	"2,432"	2.265	22.238	
ITA	26-27	1981	"4,769"	"9,976"	369	656	"2,757"	1.715	26.234	
ITA	26-27	1982	"5,439"	"10,181"	363	645	"3,233"	1.436	30.557	
ITA	26-27	1983	"6,154"	"10,737"	361	635	"3,680"	1.279	35.033	
ITA	26-27	1984	"6,942"	"11,324"	344	597	"3,958"	1.106	38.815	
ITA	26-27	1985	"7,892"	"12,356"	342	602	"4,564"	1.017	42.388	
ITA	26-27	1986	"8,284"	"13,092"	335	593	"4,809"	1.303	44.856	
ITA	26-27	1987	"8,876"	"13,820"	328	586	"5,274"	1.495	46.986	
ITA	26-27	1988	"9,876"	"14,822"	331	600	"5,912"	1.491	49.362	
ITA	26-27	1989	"10,928"	"15,669"	336	606	"6,649"	1.412	52.452	
ITA	26-27	1990	"11,510"	"16,180"	345	626	"7,320"	1.619	55.839	
ITA	26-27	1991	"12,159"	"16,692"	345	620	"7,908"	1.566	59.329	
ITA	26-27	1992	"12,138"	"16,380"	331	590	"7,932"	1.579	62.456	
ITA	26-27	1993	"12,101"	"15,674"	316	563	"7,822"	1.232	65.346	
ITA	26-27	1994	"12,766"	"16,692"	317	561	"8,101"	1.202	67.993	
ITA	26-27	1995	"13,639"	"17,755"	317	561	"8,599"	1.189	71.553	
ITA	26-27	1996	"14,332"	"17,538"	311	554	"8,976"	1.255	74.420	
ITA	26-27	1997	"15,173"	"17,992"	313	557	"9,457"	1.138	75.941	
ITA	26-27	1998	"15,315"	"17,816"	316	565	"9,546"	1.117	77.425	
ITA	26-27	1999	"15,294"	"17,659"	314	561	"9,676"	1.067	78.713	
ITA	26-27	2000	"16,438"	"18,816"	314	564	"10,000"	0.924	80.711	
ITA	26-27	2001	"17,085"	"19,195"	313	561	"10,228"	0.895	82.959	
ITA	26-27	2002	"17,512"	"19,269"	322	566	"10,783"	0.944	85.004	
ITA	26-27	2003	"17,495"	"19,027"	324	562	"11,149"	1.131	87.276	
ITA	26-27	2004	"18,502"	"20,071"	322	558	"11,457"	1.243	89.202	
ITA	26-27	2005	"18,962"	"20,437"	326	563	"11,610"	1.246	90.973	
ITA	26-27	2006	"19,691"	"21,378"	329	571	"11,903"	1.256	92.875	
ITA	26-27	2007	"20,561"	"22,027"	327	573	"12,325"	1.371	94.574	
ITA	26-27	2008	"20,087"	"21,254"	320	555	"12,514"	1.472	97.740	
ITA	26-27	2009	"17,715"	"17,534"	302	494	"11,644"	1.393	98.497	
ITA	26-27	2010	"19,461"	"19,461"	294	494	"12,012"	1.327	100.000	
ITA	26-27	2011	"19,919"	"18,741"	294	493	"12,338"	1.391	102.781	
ITA	26-27	2012	"19,361"	"18,031"	291	473	"12,156"	1.286	105.907	
ITA	26-27	2013	"18,823"	"17,674"	280	455	"12,139"	1.328	107.199	
ITA	26-27	2014	"18,254"	"16,950"	271	444	"11,929"	1.329	107.457	
ITA	26-27	2015	"19,129"	"17,586"	264	428	"11,944"	1.110	107.499	
ITA	26-27	2016	"19,757"	"17,735"	263	434	"11,998"	1.107	107.398	
ITA	26-27	2017						1.129	108.715	
ITA	26-27	2018								
ITA	26	1950						3.105	2.882	
ITA	26	1951						3.109	3.160	
ITA	26	1952						3.109	3.296	
ITA	26	1953						3.109	3.360	
ITA	26	1954						3.109	3.709	
ITA	26	1955						3.109	3.781	
ITA	26	1956						3.109	3.909	
ITA	26	1957						3.109	3.960	
ITA	26	1958						3.110	4.073	
ITA	26	1959						3.109	4.053	
ITA	26	1960						3.109	4.148	
ITA	26	1961						3.104	4.233	
ITA	26	1962						3.104	4.431	
ITA	26	1963						3.104	4.762	
ITA	26	1964						3.104	5.043	
ITA	26	1965						3.104	5.271	
ITA	26	1966						3.104	5.395	
ITA	26	1967						3.104	5.596	
ITA	26	1968						3.104	5.668	
ITA	26	1969						3.104	5.818	
ITA	26	1970						3.104	6.108	
ITA	26	1971						3.127	6.400	
ITA	26	1972						3.326	6.768	
ITA	26	1973						3.327	7.499	
ITA	26	1974						2.983	8.936	
ITA	26	1975						2.971	10.451	
ITA	26	1976						2.330	12.187	
ITA	26	1977						2.198	14.274	
ITA	26	1978						2.286	16.001	
ITA	26	1979						2.335	18.369	
ITA	26	1980						2.265	22.238	
ITA	26	1981						1.715	26.234	
ITA	26	1982						1.436	30.557	
ITA	26	1983						1.279	35.033	
ITA	26	1984						1.106	38.815	
ITA	26	1985						1.017	42.388	
ITA	26	1986						1.303	44.856	
ITA	26	1987						1.495	46.986	
ITA	26	1988						1.491	49.362	
ITA	26	1989						1.412	52.452	
ITA	26	1990						1.619	55.839	
ITA	26	1991						1.566	59.329	
ITA	26	1992						1.579	62.456	
ITA	26	1993						1.232	65.346	
ITA	26	1994						1.202	67.993	
ITA	26	1995	"6,023"	"8,450"	134	231	"3,902"	1.189	71.553	
ITA	26	1996	"6,135"	"8,195"	130	226	"4,070"	1.255	74.420	
ITA	26	1997	"6,528"	"8,475"	128	221	"4,215"	1.138	75.941	
ITA	26	1998	"6,588"	"8,357"	127	220	"4,147"	1.117	77.425	
ITA	26	1999	"6,581"	"8,325"	126	218	"4,198"	1.067	78.713	
ITA	26	2000	"7,198"	"8,924"	124	217	"4,285"	0.924	80.711	
ITA	26	2001	"7,863"	"9,531"	125	222	"4,466"	0.895	82.959	
ITA	26	2002	"7,821"	"9,218"	131	224	"4,801"	0.944	85.004	
ITA	26	2003	"7,636"	"8,824"	130	218	"4,855"	1.131	87.276	
ITA	26	2004	"8,020"	"9,141"	128	212	"4,949"	1.243	89.202	
ITA	26	2005	"8,205"	"9,261"	130	220	"4,968"	1.246	90.973	
ITA	26	2006	"8,377"	"9,630"	131	221	"5,114"	1.256	92.875	
ITA	26	2007	"8,691"	"9,864"	130	220	"5,270"	1.371	94.574	
ITA	26	2008	"8,248"	"9,144"	126	213	"5,308"	1.472	97.740	
ITA	26	2009	"7,415"	"7,770"	119	196	"4,897"	1.393	98.497	
ITA	26	2010	"8,164"	"8,164"	114	193	"5,000"	1.327	100.000	
ITA	26	2011	"8,565"	"7,952"	116	196	"5,228"	1.391	102.781	
ITA	26	2012	"8,341"	"7,844"	114	186	"5,203"	1.286	105.907	
ITA	26	2013	"7,931"	"7,471"	109	183	"5,251"	1.328	107.199	
ITA	26	2014	"7,979"	"7,239"	103	170	"4,919"	1.329	107.457	
ITA	26	2015	"8,285"	"7,490"	102	166	"4,944"	1.110	107.499	
ITA	26	2016	"8,702"	"7,646"	103	169	"4,987"	1.107	107.398	
ITA	26	2017						1.129	108.715	
ITA	26	2018								
ITA	27	1950						3.105	2.882	
ITA	27	1951						3.109	3.160	
ITA	27	1952						3.109	3.296	
ITA	27	1953						3.109	3.360	
ITA	27	1954						3.109	3.709	
ITA	27	1955						3.109	3.781	
ITA	27	1956						3.109	3.909	
ITA	27	1957						3.109	3.960	
ITA	27	1958						3.110	4.073	
ITA	27	1959						3.109	4.053	
ITA	27	1960						3.109	4.148	
ITA	27	1961						3.104	4.233	
ITA	27	1962						3.104	4.431	
ITA	27	1963						3.104	4.762	
ITA	27	1964						3.104	5.043	
ITA	27	1965						3.104	5.271	
ITA	27	1966						3.104	5.395	
ITA	27	1967						3.104	5.596	
ITA	27	1968						3.104	5.668	
ITA	27	1969						3.104	5.818	
ITA	27	1970						3.104	6.108	
ITA	27	1971						3.127	6.400	
ITA	27	1972						3.326	6.768	
ITA	27	1973						3.327	7.499	
ITA	27	1974						2.983	8.936	
ITA	27	1975						2.971	10.451	
ITA	27	1976						2.330	12.187	
ITA	27	1977						2.198	14.274	
ITA	27	1978						2.286	16.001	
ITA	27	1979						2.335	18.369	
ITA	27	1980						2.265	22.238	
ITA	27	1981						1.715	26.234	
ITA	27	1982						1.436	30.557	
ITA	27	1983						1.279	35.033	
ITA	27	1984						1.106	38.815	
ITA	27	1985						1.017	42.388	
ITA	27	1986						1.303	44.856	
ITA	27	1987						1.495	46.986	
ITA	27	1988						1.491	49.362	
ITA	27	1989						1.412	52.452	
ITA	27	1990						1.619	55.839	
ITA	27	1991						1.566	59.329	
ITA	27	1992						1.579	62.456	
ITA	27	1993						1.232	65.346	
ITA	27	1994						1.202	67.993	
ITA	27	1995	"7,616"	"9,379"	184	330	"4,697"	1.189	71.553	
ITA	27	1996	"8,197"	"9,438"	181	328	"4,907"	1.255	74.420	
ITA	27	1997	"8,646"	"9,622"	186	337	"5,242"	1.138	75.941	
ITA	27	1998	"8,728"	"9,554"	189	345	"5,399"	1.117	77.425	
ITA	27	1999	"8,713"	"9,438"	189	343	"5,477"	1.067	78.713	
ITA	27	2000	"9,240"	"9,980"	190	348	"5,715"	0.924	80.711	
ITA	27	2001	"9,222"	"9,753"	188	339	"5,762"	0.895	82.959	
ITA	27	2002	"9,691"	"10,121"	190	341	"5,982"	0.944	85.004	
ITA	27	2003	"9,859"	"10,255"	194	345	"6,294"	1.131	87.276	
ITA	27	2004	"10,483"	"10,967"	194	346	"6,508"	1.243	89.202	
ITA	27	2005	"10,757"	"11,208"	196	343	"6,642"	1.246	90.973	
ITA	27	2006	"11,314"	"11,798"	199	350	"6,789"	1.256	92.875	
ITA	27	2007	"11,870"	"12,215"	197	353	"7,054"	1.371	94.574	
ITA	27	2008	"11,839"	"12,142"	193	342	"7,206"	1.472	97.740	
ITA	27	2009	"10,300"	"9,804"	183	299	"6,747"	1.393	98.497	
ITA	27	2010	"11,297"	"11,297"	180	301	"7,012"	1.327	100.000	
ITA	27	2011	"11,354"	"10,792"	178	297	"7,110"	1.391	102.781	
ITA	27	2012	"11,021"	"10,189"	177	286	"6,953"	1.286	105.907	
ITA	27	2013	"10,892"	"10,203"	171	272	"6,888"	1.328	107.199	
ITA	27	2014	"10,275"	"9,718"	168	274	"7,010"	1.329	107.457	
ITA	27	2015	"10,844"	"10,101"	162	262	"7,001"	1.110	107.499	
ITA	27	2016	"11,055"	"10,096"	160	266	"7,011"	1.107	107.398	
ITA	27	2017						1.129	108.715	
ITA	27	2018								
ITA	28	1950						3.105	2.882	
ITA	28	1951						3.109	3.160	
ITA	28	1952						3.109	3.296	
ITA	28	1953						3.109	3.360	
ITA	28	1954						3.109	3.709	
ITA	28	1955						3.109	3.781	
ITA	28	1956						3.109	3.909	
ITA	28	1957						3.109	3.960	
ITA	28	1958						3.110	4.073	
ITA	28	1959						3.109	4.053	
ITA	28	1960						3.109	4.148	
ITA	28	1961						3.104	4.233	
ITA	28	1962						3.104	4.431	
ITA	28	1963						3.104	4.762	
ITA	28	1964						3.104	5.043	
ITA	28	1965						3.104	5.271	
ITA	28	1966						3.104	5.395	
ITA	28	1967						3.104	5.596	
ITA	28	1968						3.104	5.668	
ITA	28	1969						3.104	5.818	
ITA	28	1970	682	"12,946"	323	703	493	3.104	6.108	
ITA	28	1971	733	"12,044"	330	700	538	3.127	6.400	
ITA	28	1972	810	"12,638"	336	705	582	3.326	6.768	
ITA	28	1973	"1,132"	"15,142"	353	755	729	3.327	7.499	
ITA	28	1974	"1,563"	"17,205"	377	776	978	2.983	8.936	
ITA	28	1975	"1,850"	"14,524"	394	777	"1,232"	2.971	10.451	
ITA	28	1976	"2,560"	"16,154"	418	827	"1,592"	2.330	12.187	
ITA	28	1977	"3,254"	"17,619"	432	865	"1,956"	2.198	14.274	
ITA	28	1978	"3,659"	"17,885"	440	875	"2,248"	2.286	16.001	
ITA	28	1979	"4,433"	"20,173"	457	897	"2,783"	2.335	18.369	
ITA	28	1980	"5,607"	"20,860"	473	922	"3,445"	2.265	22.238	
ITA	28	1981	"6,510"	"18,287"	470	905	"4,126"	1.715	26.234	
ITA	28	1982	"7,173"	"17,083"	469	904	"4,668"	1.436	30.557	
ITA	28	1983	"7,803"	"16,641"	458	872	"5,072"	1.279	35.033	
ITA	28	1984	"9,043"	"17,802"	445	835	"5,779"	1.106	38.815	
ITA	28	1985	"10,135"	"18,770"	432	816	"6,507"	1.017	42.388	
ITA	28	1986	"10,479"	"18,631"	417	792	"6,940"	1.303	44.856	
ITA	28	1987	"11,345"	"19,218"	401	767	"7,440"	1.495	46.986	
ITA	28	1988	"12,379"	"20,339"	406	786	"8,163"	1.491	49.362	
ITA	28	1989	"13,718"	"21,253"	412	795	"9,186"	1.412	52.452	
ITA	28	1990	"14,522"	"21,348"	422	819	"10,159"	1.619	55.839	
ITA	28	1991	"15,008"	"21,011"	422	811	"10,943"	1.566	59.329	
ITA	28	1992	"15,464"	"20,812"	414	790	"10,794"	1.579	62.456	
ITA	28	1993	"15,742"	"19,559"	397	758	"10,828"	1.232	65.346	
ITA	28	1994	"16,870"	"21,004"	389	743	"11,196"	1.202	67.993	
ITA	28	1995	"19,038"	"24,045"	400	767	"12,248"	1.189	71.553	
ITA	28	1996	"20,984"	"24,670"	407	783	"13,213"	1.255	74.420	
ITA	28	1997	"21,765"	"24,374"	413	789	"13,978"	1.138	75.941	
ITA	28	1998	"22,835"	"24,821"	427	826	"14,451"	1.117	77.425	
ITA	28	1999	"23,543"	"25,108"	437	837	"14,987"	1.067	78.713	
ITA	28	2000	"25,575"	"26,773"	441	846	"15,506"	0.924	80.711	
ITA	28	2001	"26,074"	"26,770"	443	846	"16,261"	0.895	82.959	
ITA	28	2002	"25,524"	"25,987"	446	836	"16,547"	0.944	85.004	
ITA	28	2003	"26,460"	"26,614"	463	859	"17,567"	1.131	87.276	
ITA	28	2004	"27,926"	"28,262"	462	863	"18,282"	1.243	89.202	
ITA	28	2005	"28,668"	"29,023"	468	859	"18,730"	1.246	90.973	
ITA	28	2006	"31,061"	"30,998"	486	895	"19,709"	1.256	92.875	
ITA	28	2007	"33,518"	"32,865"	488	914	"20,757"	1.371	94.574	
ITA	28	2008	"33,854"	"33,237"	490	908	"21,689"	1.472	97.740	
ITA	28	2009	"27,809"	"26,533"	480	806	"19,698"	1.393	98.497	
ITA	28	2010	"30,336"	"30,336"	467	806	"20,386"	1.327	100.000	
ITA	28	2011	"32,157"	"32,542"	466	827	"21,549"	1.391	102.781	
ITA	28	2012	"32,154"	"31,559"	460	804	"21,457"	1.286	105.907	
ITA	28	2013	"32,942"	"31,342"	460	796	"21,952"	1.328	107.199	
ITA	28	2014	"34,402"	"31,431"	461	810	"22,373"	1.329	107.457	
ITA	28	2015	"35,022"	"31,479"	461	816	"22,707"	1.110	107.499	
ITA	28	2016	"36,390"	"31,348"	465	832	"23,074"	1.107	107.398	
ITA	28	2017						1.129	108.715	
ITA	28	2018								
ITA	29-30	1950						3.105	2.882	
ITA	29-30	1951						3.109	3.160	
ITA	29-30	1952						3.109	3.296	
ITA	29-30	1953						3.109	3.360	
ITA	29-30	1954						3.109	3.709	
ITA	29-30	1955						3.109	3.781	
ITA	29-30	1956						3.109	3.909	
ITA	29-30	1957						3.109	3.960	
ITA	29-30	1958						3.110	4.073	
ITA	29-30	1959						3.109	4.053	
ITA	29-30	1960						3.109	4.148	
ITA	29-30	1961						3.104	4.233	
ITA	29-30	1962						3.104	4.431	
ITA	29-30	1963						3.104	4.762	
ITA	29-30	1964						3.104	5.043	
ITA	29-30	1965						3.104	5.271	
ITA	29-30	1966						3.104	5.395	
ITA	29-30	1967						3.104	5.596	
ITA	29-30	1968						3.104	5.668	
ITA	29-30	1969						3.104	5.818	
ITA	29-30	1970	995	"18,967"	386	819	566	3.104	6.108	
ITA	29-30	1971	"1,077"	"18,660"	399	823	646	3.127	6.400	
ITA	29-30	1972	"1,145"	"18,557"	410	838	723	3.326	6.768	
ITA	29-30	1973	"1,317"	"21,261"	411	854	851	3.327	7.499	
ITA	29-30	1974	"1,820"	"21,651"	443	887	"1,137"	2.983	8.936	
ITA	29-30	1975	"2,130"	"16,850"	465	882	"1,463"	2.971	10.451	
ITA	29-30	1976	"3,109"	"19,766"	466	893	"1,902"	2.330	12.187	
ITA	29-30	1977	"3,545"	"19,249"	466	902	"2,218"	2.198	14.274	
ITA	29-30	1978	"3,952"	"19,077"	472	907	"2,591"	2.286	16.001	
ITA	29-30	1979	"4,519"	"19,127"	479	905	"3,143"	2.335	18.369	
ITA	29-30	1980	"5,595"	"19,892"	485	900	"3,750"	2.265	22.238	
ITA	29-30	1981	"6,676"	"19,818"	468	854	"4,214"	1.715	26.234	
ITA	29-30	1982	"7,452"	"19,490"	454	826	"4,665"	1.436	30.557	
ITA	29-30	1983	"8,038"	"20,378"	437	786	"5,333"	1.279	35.033	
ITA	29-30	1984	"9,077"	"20,470"	418	739	"5,698"	1.106	38.815	
ITA	29-30	1985	"9,671"	"20,804"	390	692	"6,140"	1.017	42.388	
ITA	29-30	1986	"10,415"	"22,911"	376	668	"6,404"	1.303	44.856	
ITA	29-30	1987	"11,352"	"23,126"	368	648	"6,972"	1.495	46.986	
ITA	29-30	1988	"12,344"	"25,315"	368	654	"7,806"	1.491	49.362	
ITA	29-30	1989	"13,970"	"27,105"	370	652	"8,625"	1.412	52.452	
ITA	29-30	1990	"14,172"	"25,922"	373	665	"9,342"	1.619	55.839	
ITA	29-30	1991	"13,073"	"23,301"	366	650	"9,916"	1.566	59.329	
ITA	29-30	1992	"12,311"	"20,769"	345	605	"8,827"	1.579	62.456	
ITA	29-30	1993	"11,171"	"17,907"	332	581	"8,376"	1.232	65.346	
ITA	29-30	1994	"12,821"	"19,947"	322	564	"8,971"	1.202	67.993	
ITA	29-30	1995	"14,571"	"21,093"	312	555	"9,493"	1.189	71.553	
ITA	29-30	1996	"14,935"	"20,939"	307	547	"9,928"	1.255	74.420	
ITA	29-30	1997	"17,035"	"22,011"	310	563	"10,535"	1.138	75.941	
ITA	29-30	1998	"18,043"	"21,688"	310	563	"10,680"	1.117	77.425	
ITA	29-30	1999	"18,141"	"21,253"	304	553	"10,770"	1.067	78.713	
ITA	29-30	2000	"18,368"	"21,522"	301	546	"10,871"	0.924	80.711	
ITA	29-30	2001	"17,446"	"20,128"	296	527	"10,810"	0.895	82.959	
ITA	29-30	2002	"16,958"	"19,489"	291	510	"10,754"	0.944	85.004	
ITA	29-30	2003	"16,427"	"18,430"	283	491	"10,059"	1.131	87.276	
ITA	29-30	2004	"17,657"	"19,902"	287	502	"11,126"	1.243	89.202	
ITA	29-30	2005	"17,139"	"19,246"	285	500	"11,071"	1.246	90.973	
ITA	29-30	2006	"18,902"	"21,626"	291	518	"11,698"	1.256	92.875	
ITA	29-30	2007	"20,473"	"22,952"	296	527	"12,454"	1.371	94.574	
ITA	29-30	2008	"20,138"	"22,242"	296	507	"12,536"	1.472	97.740	
ITA	29-30	2009	"16,290"	"16,600"	284	426	"10,955"	1.393	98.497	
ITA	29-30	2010	"17,528"	"17,528"	272	416	"10,987"	1.327	100.000	
ITA	29-30	2011	"17,190"	"17,995"	268	415	"11,317"	1.391	102.781	
ITA	29-30	2012	"15,691"	"16,653"	263	393	"10,763"	1.286	105.907	
ITA	29-30	2013	"15,814"	"15,931"	258	380	"10,868"	1.328	107.199	
ITA	29-30	2014	"17,442"	"17,259"	254	379	"11,332"	1.329	107.457	
ITA	29-30	2015	"18,767"	"18,272"	256	407	"12,043"	1.110	107.499	
ITA	29-30	2016	"19,190"	"18,929"	258	421		1.107	107.398	
ITA	29-30	2017						1.129	108.715	
ITA	29-30	2018								
ITA	29	1950						3.105	2.882	
ITA	29	1951						3.109	3.160	
ITA	29	1952						3.109	3.296	
ITA	29	1953						3.109	3.360	
ITA	29	1954						3.109	3.709	
ITA	29	1955						3.109	3.781	
ITA	29	1956						3.109	3.909	
ITA	29	1957						3.109	3.960	
ITA	29	1958						3.110	4.073	
ITA	29	1959						3.109	4.053	
ITA	29	1960						3.109	4.148	
ITA	29	1961						3.104	4.233	
ITA	29	1962						3.104	4.431	
ITA	29	1963						3.104	4.762	
ITA	29	1964						3.104	5.043	
ITA	29	1965						3.104	5.271	
ITA	29	1966						3.104	5.395	
ITA	29	1967						3.104	5.596	
ITA	29	1968						3.104	5.668	
ITA	29	1969						3.104	5.818	
ITA	29	1970						3.104	6.108	
ITA	29	1971						3.127	6.400	
