CODE;COUNTRY;SUB-CHAPTER;TITLE;UNIT;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
NOR.3.0.0.424.PLCDQ;Norway;07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of 24 industrial countries: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;64.9370611;64.8543418;65.6715304;69.5676054;71.2167969;71.3086445;72.1329180;73.3220392;73.3857808;73.1511990;74.5770164;78.0755643;81.8059711;86.6228191;87.3846367;89.7985548;93.6516925;95.4579297;98.2312471;99.4853725;100.0000000;99.0907790;98.6785731;99.9509814;102.0990310;NA;NA;NA;NA                                                                                                                                                                                                       
CHE.3.0.0.424.PLCDQ;Switzerland;07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of 24 industrial countries: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;127.6039896;125.4655064;122.7157899;119.3550629;117.1136414;114.0931874;115.9221778;116.6322298;114.2079936;110.5654394;108.9155827;107.5340678;107.3564793;105.9297484;106.2987736;104.7343128;105.3153706;104.5782985;103.9006732;101.4858184;100.0000000;97.6820250;96.1565917;92.9292753;91.5877393;NA;NA;NA;NA                                                                                                                                                                               
AUS.3.0.0.424.PLCDQ;Australia;07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of 24 industrial countries: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;73.7498894;75.3485679;73.6873925;73.5288495;73.9743092;76.5864480;76.4513848;79.1042012;80.2702831;83.0442907;85.4099211;88.5189689;91.4495664;90.9314595;91.0768235;99.1206414;100.5937341;99.9846513;100.4448360;99.8295816;100.0000000;98.7892117;99.5607221;99.7403336;101.2545751;NA;NA;NA;NA                                                                                                                                                                                                  
CAN.3.0.0.424.PLCDQ;Canada;07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of 24 industrial countries: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;94.5912947;94.7754907;94.3479682;93.5003872;91.8802575;90.9940097;90.3634415;91.1021644;92.0952522;92.5221559;93.2699989;93.9969888;95.2554878;96.3017032;98.3963112;98.9855122;99.1321043;100.0291602;100.6944154;99.5828194;100.0000000;97.8765867;96.9047121;97.3917050;97.3759283;NA;NA;NA;NA                                                                                                                                                                                                      
JPN.3.0.0.424.PLCDQ;Japan;07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of 24 industrial countries: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;190.5621102;183.1940300;183.0540883;178.0356136;171.1229494;160.5107537;153.0065509;145.2881046;139.0935604;134.2939296;131.6612278;127.6765921;122.5150771;119.9541663;117.7074873;111.1954454;109.2634983;105.3911204;102.2901011;102.0509389;100.0000000;100.1758599;98.4928316;98.7461704;98.1337072;NA;NA;NA;NA                                                                                                                                                                                    
MEX.3.0.0.424.PLCDQ;Mexico;07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of 24 industrial countries: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;29.9390502;35.7633304;42.7299454;49.2115901;57.4528323;62.6035065;68.1387855;73.0346953;75.9744638;77.2757415;79.0564677;79.5664932;81.0304809;84.5004982;91.6563972;93.6903550;95.9057398;97.2353349;99.7742906;99.5451040;100.0000000;101.0079549;103.0642338;106.2806448;111.0313788;NA;NA;NA;NA                                                                                                                                                                                                    
NZL.3.0.0.424.PLCDQ;New Zealand;07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of 24 industrial countries: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;85.7685517;87.1468658;86.3331872;85.9071759;82.7325844;81.9629852;83.4789470;84.5592732;86.1563656;89.5772288;92.7416407;94.2220641;96.2231333;100.4786198;98.1846749;100.2124931;100.7887118;100.2506280;99.8286075;100.3675100;100.0000000;104.1486029;105.4666453;104.5035167;105.9270874;NA;NA;NA;NA                                                                                                                                                                                          
USA.3.0.0.424.PLCDQ;United States;07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of 24 industrial countries: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;107.7308797;106.2662055;104.6376387;104.6607369;103.2552003;104.6818883;104.1465889;102.2992710;101.4963863;102.2009197;102.0454523;103.1106169;103.7898887;102.3196581;97.5627236;97.5743644;98.0915517;98.1312653;97.8047401;98.9192559;100.0000000;99.9826913;100.7864894;99.9739574;98.6986835;NA;NA;NA;NA                                                                                                                                                                                  
FA12.3.0.0.424.PLCDQ;EA12 (12 countries);07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of 24 industrial countries: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;141.2793631;139.4698115;134.0395273;129.0551625;124.3887475;119.9025785;113.9834216;113.5689574;111.9730202;109.9579001;108.7866657;105.7186446;102.8875278;103.2898205;104.4789540;102.9400217;101.8631864;102.2830014;101.7606536;100.8953589;100.0000000;98.5342949;97.4764996;95.8665170;93.6095814;NA;NA;NA;NA                                                                                                                                                                      
FU15.3.0.0.424.PLCDQ;EU15 (15 countries);07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of 24 industrial countries: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;167.0700670;164.2446073;153.5476625;139.2078996;130.6260512;125.4174013;119.6717672;116.9719484;114.1837661;113.2684144;112.5176574;110.0026138;107.6444700;106.4642139;107.5132172;105.5002089;103.7349244;103.6029935;103.6035775;101.6181156;100.0000000;98.5556326;97.6354617;95.3983904;92.5850255;NA;NA;NA;NA                                                                                                                                                                      
BEL.3.0.0.437.PLCDQ;Belgium;07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of 37 industrial countries: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;107.9513034;106.5873397;104.4429570;104.0043935;103.1681625;101.3075615;102.5811699;103.1852962;101.9504031;100.1440135;99.6744361;100.4587366;99.9777279;101.5192465;100.6579643;100.2712524;102.1462049;102.8647278;103.1614984;101.8070354;100.0000000;99.0972547;99.6316151;98.5486691;97.5212223;NA;NA;NA;NA                                                                                                                                                                                     
BGR.3.0.0.437.PLCDQ;Bulgaria;07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of 37 industrial countries: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.1578841;4.8688489;48.1917783;67.6318713;71.0184356;69.7719744;70.8813283;68.0082141;66.4140741;66.9977168;68.4742652;69.2419981;73.6646483;78.8244474;82.9094018;85.6522290;87.0088359;88.4528252;95.4997179;98.5358150;100.0000000;100.1726791;107.6300285;110.7502432;109.9208520;NA;NA;NA;NA                                                                                                                                                                                                    
CZE.3.0.0.437.PLCDQ;Czechia;07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of 37 industrial countries: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;77.8611338;84.3906108;89.6894760;93.7726726;93.9909134;94.3462784;96.6608846;101.4362411;102.6148113;104.8289648;102.9321737;102.7703036;103.6927343;103.5313356;101.5720399;102.3573988;102.3623803;103.1010029;101.8843222;101.7599933;100.0000000;101.2833332;103.2259991;106.5599287;107.9944996;NA;NA;NA;NA                                                                                                                                                                                      
DNK.3.0.0.437.PLCDQ;Denmark;07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of 37 industrial countries: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;96.7540703;96.4816687;95.5552032;97.1680135;96.9269896;95.0692338;96.5193090;98.2815454;98.7587993;97.9251707;98.9334712;99.3154691;101.9509974;103.5506809;104.5021182;104.0722459;102.7686733;101.3190291;100.4180106;99.9798730;100.0000000;98.2940363;97.3179117;95.7469881;94.2553222;NA;NA;NA;NA                                                                                                                                                                                                
DEU.3.0.0.437.PLCDQ;Germany ("linked");07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of 37 industrial countries: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;129.2143678;125.1674496;118.9326993;115.9004887;113.7767754;111.8844333;108.0608531;106.8373455;105.9822219;104.0710518;101.6590786;97.5901968;94.8817829;93.7089831;96.9946503;96.0537153;95.3160805;96.7667146;97.8583659;98.2954494;100.0000000;99.6770926;99.5094067;100.1803382;100.8048516;NA;NA;NA;NA                                                                                                                                                                               
