			"IFERROR(INDEX('A00 VaN'!$I$5:$BY$1439,MATCH($A4&$B4,'A00 VaN'!$CA$5:$CA$1439,0),MATCH($C4,'A00 VaN'!$I$4:$BY$4,0)),"""")"	"IFERROR(INDEX('A00 VaR'!$I$5:$BY$1439,MATCH($A4&$B4,'A00 VaR'!$CA$5:$CA$1439,0),MATCH($C4,'A00 VaR'!$I$4:$BY$4,0)),"""")"	"IFERROR(INDEX('A00 EmA'!$I$5:$BY$1439,MATCH($A4&$B4,'A00 EmA'!$CA$5:$CA$1439,0),MATCH($C4,'A00 EmA'!$I$4:$BY$4,0)),"""")"	"IFERROR(INDEX('A00 HrA'!$I$5:$BY$1439,MATCH($A4&$B4,'A00 HrA'!$CA$5:$CA$1439,0),MATCH($C4,'A00 HrA'!$I$4:$BY$4,0)),"""")"	"IFERROR(INDEX('A00 CmA'!$I$5:$BY$1439,MATCH($A4&$B4,'A00 CmA'!$CA$5:$CA$1439,0),MATCH($C4,'A00 CmA'!$I$4:$BY$4,0)),"""")"	"IFERROR(INDEX('A00 XR'!$C$5:$BS$45,MATCH($A4,'A00 XR'!$A$5:$A$45,0),MATCH($C4,'A00 XR'!$C$4:$BS$4,0)),"""")"	"IFERROR(INDEX('A00 CPI'!$C$5:$BS$45,MATCH($A4,'A00 CPI'!$A$5:$A$45,0),MATCH($C4,'A00 CPI'!$C$4:$BS$4,0)),"""")"
IRL	17	2017	216	277	4	8	157	1.129	105.080
IRL	17	2018	330	314	4	9	170	1.181	105.593
IRL	18	1950						2.208	3.505
IRL	18	1951						2.208	3.783
IRL	18	1952						2.208	4.113
IRL	18	1953						2.208	4.331
IRL	18	1954						2.208	4.344
IRL	18	1955						2.208	4.456
IRL	18	1956						2.208	4.646
IRL	18	1957						2.208	4.836
IRL	18	1958						2.208	5.052
IRL	18	1959						2.208	5.052
IRL	18	1960						2.208	5.074
IRL	18	1961						2.208	5.215
IRL	18	1962						2.208	5.437
IRL	18	1963						2.208	5.570
IRL	18	1964						2.208	5.945
IRL	18	1965						2.208	6.244
IRL	18	1966						2.208	6.430
IRL	18	1967						2.178	6.631
IRL	18	1968						1.893	6.948
IRL	18	1969						1.893	7.460
IRL	18	1970						1.893	8.073
IRL	18	1971						1.919	8.797
IRL	18	1972						1.970	9.553
IRL	18	1973						1.932	10.645
IRL	18	1974						1.844	12.451
IRL	18	1975						1.745	15.051
IRL	18	1976						1.417	17.756
IRL	18	1977						1.376	20.148
IRL	18	1978						1.512	21.702
IRL	18	1979						1.614	24.587
IRL	18	1980						1.621	29.051
IRL	18	1981						1.273	34.970
IRL	18	1982						1.120	40.966
IRL	18	1983						0.983	45.246
IRL	18	1984						0.856	49.160
IRL	18	1985						0.839	51.813
IRL	18	1986						1.061	53.796
IRL	18	1987						1.172	55.495
IRL	18	1988						1.202	56.680
IRL	18	1989						1.117	58.998
IRL	18	1990						1.306	60.955
IRL	18	1991						1.272	62.912
IRL	18	1992						1.343	64.843
IRL	18	1993						1.166	65.796
IRL	18	1994						1.179	67.316
IRL	18	1995	230	484	10	20	176	1.263	69.015
IRL	18	1996	252	507	10	21	189	1.261	70.226
IRL	18	1997	291	604	11	22	215	1.195	71.297
IRL	18	1998	326	658	11	22	235	1.123	73.019
IRL	18	1999	368	621	11	23	260	1.067	74.211
IRL	18	2000	392	525	12	25	301	0.924	78.360
IRL	18	2001	660	496	13	26	351	0.895	82.178
IRL	18	2002	617	502	12	24	340	0.944	85.970
IRL	18	2003	653	483	11	21	322	1.131	88.971
IRL	18	2004	698	474	9	18	282	1.243	90.928
IRL	18	2005	829	527	9	18	292	1.246	93.137
IRL	18	2006	842	517	10	20	335	1.256	96.799
IRL	18	2007	494	527	11	21	371	1.371	101.540
IRL	18	2008	442	494	10	20	378	1.472	105.662
IRL	18	2009	457	401	9	16	382	1.393	100.931
IRL	18	2010	386	386	7	14	309	1.327	100.000
IRL	18	2011	361	405	8	15	281	1.391	102.557
IRL	18	2012	293	392	6	12	268	1.286	104.297
IRL	18	2013	348	376	8	14	288	1.328	104.827
IRL	18	2014	371	365	7	12	273	1.329	105.019
IRL	18	2015	363	288	7	12	230	1.110	104.714
IRL	18	2016	325	260	6	12	284	1.107	104.723
IRL	18	2017	325	209	7	14	274	1.129	105.080
IRL	18	2018	332	204	7	13	247	1.181	105.593
IRL	19	1950						2.208	3.505
IRL	19	1951						2.208	3.783
IRL	19	1952						2.208	4.113
IRL	19	1953						2.208	4.331
IRL	19	1954						2.208	4.344
IRL	19	1955						2.208	4.456
IRL	19	1956						2.208	4.646
IRL	19	1957						2.208	4.836
IRL	19	1958						2.208	5.052
IRL	19	1959						2.208	5.052
IRL	19	1960						2.208	5.074
IRL	19	1961						2.208	5.215
IRL	19	1962						2.208	5.437
IRL	19	1963						2.208	5.570
IRL	19	1964						2.208	5.945
IRL	19	1965						2.208	6.244
IRL	19	1966						2.208	6.430
IRL	19	1967						2.178	6.631
IRL	19	1968						1.893	6.948
IRL	19	1969						1.893	7.460
IRL	19	1970			0	0		1.893	8.073
IRL	19	1971			0	0		1.919	8.797
IRL	19	1972			0	0		1.970	9.553
IRL	19	1973			0	0		1.932	10.645
IRL	19	1974			0	0		1.844	12.451
IRL	19	1975			0	0		1.745	15.051
IRL	19	1976			0	0		1.417	17.756
IRL	19	1977			0	0		1.376	20.148
IRL	19	1978			0	0		1.512	21.702
IRL	19	1979			0	0		1.614	24.587
IRL	19	1980			0	0		1.621	29.051
IRL	19	1981			0	0		1.273	34.970
IRL	19	1982			0	0		1.120	40.966
IRL	19	1983			0	0		0.983	45.246
IRL	19	1984			0	0		0.856	49.160
IRL	19	1985			0	0		0.839	51.813
IRL	19	1986			0	0		1.061	53.796
IRL	19	1987			0	0		1.172	55.495
IRL	19	1988			0	0		1.202	56.680
IRL	19	1989			0	0		1.117	58.998
IRL	19	1990			0	0		1.306	60.955
IRL	19	1991			0	0		1.272	62.912
IRL	19	1992			0	0		1.343	64.843
IRL	19	1993			0	0		1.166	65.796
IRL	19	1994			0	0		1.179	67.316
IRL	19	1995			0	1		1.263	69.015
IRL	19	1996			0	1		1.261	70.226
IRL	19	1997			0	1		1.195	71.297
IRL	19	1998			0	1		1.123	73.019
IRL	19	1999			0	0		1.067	74.211
IRL	19	2000			0	1		0.924	78.360
IRL	19	2001			0	1		0.895	82.178
IRL	19	2002			0	1		0.944	85.970
IRL	19	2003			1	1		1.131	88.971
IRL	19	2004			1	3		1.243	90.928
IRL	19	2005			1	1		1.246	93.137
IRL	19	2006			0	1		1.256	96.799
IRL	19	2007			0	1		1.371	101.540
IRL	19	2008			0	1		1.472	105.662
IRL	19	2009			0	1		1.393	100.931
IRL	19	2010			1	1		1.327	100.000
IRL	19	2011			0	1		1.391	102.557
IRL	19	2012			0	1		1.286	104.297
IRL	19	2013			0	0		1.328	104.827
IRL	19	2014			0	0		1.329	105.019
IRL	19	2015			0	1		1.110	104.714
IRL	19	2016			0	1		1.107	104.723
IRL	19	2017			1	1		1.129	105.080
IRL	19	2018			1	2		1.181	105.593
IRL	20-21	1950						2.208	3.505
IRL	20-21	1951						2.208	3.783
IRL	20-21	1952						2.208	4.113
IRL	20-21	1953						2.208	4.331
IRL	20-21	1954						2.208	4.344
IRL	20-21	1955						2.208	4.456
IRL	20-21	1956						2.208	4.646
IRL	20-21	1957						2.208	4.836
IRL	20-21	1958						2.208	5.052
IRL	20-21	1959						2.208	5.052
IRL	20-21	1960						2.208	5.074
IRL	20-21	1961						2.208	5.215
IRL	20-21	1962						2.208	5.437
IRL	20-21	1963						2.208	5.570
IRL	20-21	1964						2.208	5.945
IRL	20-21	1965						2.208	6.244
IRL	20-21	1966						2.208	6.430
IRL	20-21	1967						2.178	6.631
IRL	20-21	1968						1.893	6.948
IRL	20-21	1969						1.893	7.460
IRL	20-21	1970			17	38		1.893	8.073
IRL	20-21	1971			17	38		1.919	8.797
IRL	20-21	1972			17	38		1.970	9.553
IRL	20-21	1973			18	39		1.932	10.645
IRL	20-21	1974			19	40		1.844	12.451
IRL	20-21	1975			18	38		1.745	15.051
IRL	20-21	1976			18	37		1.417	17.756
IRL	20-21	1977			18	38		1.376	20.148
IRL	20-21	1978			19	39		1.512	21.702
IRL	20-21	1979			19	39		1.614	24.587
IRL	20-21	1980			20	39		1.621	29.051
IRL	20-21	1981			19	38		1.273	34.970
IRL	20-21	1982			19	37		1.120	40.966
IRL	20-21	1983			18	35		0.983	45.246
IRL	20-21	1984			17	33		0.856	49.160
IRL	20-21	1985			17	33		0.839	51.813
IRL	20-21	1986			17	34		1.061	53.796
IRL	20-21	1987			17	33		1.172	55.495
IRL	20-21	1988			17	34		1.202	56.680
IRL	20-21	1989			17	35		1.117	58.998
IRL	20-21	1990			18	36		1.306	60.955
IRL	20-21	1991			18	36		1.272	62.912
IRL	20-21	1992			18	38		1.343	64.843
IRL	20-21	1993			20	41		1.166	65.796
IRL	20-21	1994			21	44		1.179	67.316
IRL	20-21	1995			22	45		1.263	69.015
IRL	20-21	1996			22	47		1.261	70.226
IRL	20-21	1997			24	49		1.195	71.297
IRL	20-21	1998			25	50		1.123	73.019
IRL	20-21	1999			24	49		1.067	74.211
IRL	20-21	2000			27	54		0.924	78.360
IRL	20-21	2001			30	60		0.895	82.178
IRL	20-21	2002			32	63		0.944	85.970
IRL	20-21	2003			31	61		1.131	88.971
IRL	20-21	2004			33	65		1.243	90.928
IRL	20-21	2005			33	65		1.246	93.137
IRL	20-21	2006			33	64		1.256	96.799
IRL	20-21	2007			34	67		1.371	101.540
IRL	20-21	2008			33	65		1.472	105.662
IRL	20-21	2009			31	74		1.393	100.931
IRL	20-21	2010			23	46		1.327	100.000
IRL	20-21	2011			22	45		1.391	102.557
IRL	20-21	2012			23	46		1.286	104.297
IRL	20-21	2013			24	49		1.328	104.827
IRL	20-21	2014			25	52		1.329	105.019
IRL	20-21	2015			27	56		1.110	104.714
IRL	20-21	2016			28	59		1.107	104.723
IRL	20-21	2017			28	59		1.129	105.080
IRL	20-21	2018			29	61		1.181	105.593
IRL	20	1950						2.208	3.505
IRL	20	1951						2.208	3.783
IRL	20	1952						2.208	4.113
IRL	20	1953						2.208	4.331
IRL	20	1954						2.208	4.344
IRL	20	1955						2.208	4.456
IRL	20	1956						2.208	4.646
IRL	20	1957						2.208	4.836
IRL	20	1958						2.208	5.052
IRL	20	1959						2.208	5.052
IRL	20	1960						2.208	5.074
IRL	20	1961						2.208	5.215
IRL	20	1962						2.208	5.437
IRL	20	1963						2.208	5.570
IRL	20	1964						2.208	5.945
IRL	20	1965						2.208	6.244
IRL	20	1966						2.208	6.430
IRL	20	1967						2.178	6.631
IRL	20	1968						1.893	6.948
IRL	20	1969						1.893	7.460
IRL	20	1970						1.893	8.073
IRL	20	1971						1.919	8.797
IRL	20	1972						1.970	9.553
IRL	20	1973						1.932	10.645
IRL	20	1974						1.844	12.451
IRL	20	1975						1.745	15.051
IRL	20	1976						1.417	17.756
IRL	20	1977						1.376	20.148
IRL	20	1978						1.512	21.702
IRL	20	1979						1.614	24.587
IRL	20	1980						1.621	29.051
IRL	20	1981						1.273	34.970
IRL	20	1982						1.120	40.966
IRL	20	1983						0.983	45.246
IRL	20	1984						0.856	49.160
IRL	20	1985						0.839	51.813
IRL	20	1986						1.061	53.796
IRL	20	1987						1.172	55.495
IRL	20	1988						1.202	56.680
IRL	20	1989						1.117	58.998
IRL	20	1990						1.306	60.955
IRL	20	1991						1.272	62.912
IRL	20	1992						1.343	64.843
IRL	20	1993						1.166	65.796
IRL	20	1994						1.179	67.316
IRL	20	1995			5	10		1.263	69.015
IRL	20	1996			5	10		1.261	70.226
IRL	20	1997			5	11		1.195	71.297
IRL	20	1998			6	12		1.123	73.019
IRL	20	1999			5	10		1.067	74.211
IRL	20	2000			6	11		0.924	78.360
IRL	20	2001			6	11		0.895	82.178
IRL	20	2002			5	9		0.944	85.970
IRL	20	2003			5	9		1.131	88.971
IRL	20	2004			4	8		1.243	90.928
IRL	20	2005			4	7		1.246	93.137
IRL	20	2006			3	5		1.256	96.799
IRL	20	2007			3	6		1.371	101.540
IRL	20	2008			3	6		1.472	105.662
IRL	20	2009			3	5		1.393	100.931
IRL	20	2010			5	10		1.327	100.000
IRL	20	2011			5	10		1.391	102.557
IRL	20	2012			6	13		1.286	104.297
IRL	20	2013			8	16		1.328	104.827
IRL	20	2014			8	16		1.329	105.019
IRL	20	2015			9	17		1.110	104.714
IRL	20	2016			9	18		1.107	104.723
IRL	20	2017			8	17		1.129	105.080
IRL	20	2018			8	17		1.181	105.593
IRL	21	1950						2.208	3.505
IRL	21	1951						2.208	3.783
IRL	21	1952						2.208	4.113
IRL	21	1953						2.208	4.331
IRL	21	1954						2.208	4.344
IRL	21	1955						2.208	4.456
IRL	21	1956						2.208	4.646
IRL	21	1957						2.208	4.836
IRL	21	1958						2.208	5.052
IRL	21	1959						2.208	5.052
IRL	21	1960						2.208	5.074
IRL	21	1961						2.208	5.215
IRL	21	1962						2.208	5.437
IRL	21	1963						2.208	5.570
IRL	21	1964						2.208	5.945
IRL	21	1965						2.208	6.244
IRL	21	1966						2.208	6.430
IRL	21	1967						2.178	6.631
IRL	21	1968						1.893	6.948
IRL	21	1969						1.893	7.460
IRL	21	1970						1.893	8.073
IRL	21	1971						1.919	8.797
IRL	21	1972						1.970	9.553
IRL	21	1973						1.932	10.645
IRL	21	1974						1.844	12.451
IRL	21	1975						1.745	15.051
IRL	21	1976						1.417	17.756
IRL	21	1977						1.376	20.148
IRL	21	1978						1.512	21.702
IRL	21	1979						1.614	24.587
IRL	21	1980						1.621	29.051
IRL	21	1981						1.273	34.970
IRL	21	1982						1.120	40.966
IRL	21	1983						0.983	45.246
IRL	21	1984						0.856	49.160
IRL	21	1985						0.839	51.813
IRL	21	1986						1.061	53.796
IRL	21	1987						1.172	55.495
IRL	21	1988						1.202	56.680
IRL	21	1989						1.117	58.998
IRL	21	1990						1.306	60.955
IRL	21	1991						1.272	62.912
IRL	21	1992						1.343	64.843
IRL	21	1993						1.166	65.796
IRL	21	1994						1.179	67.316
IRL	21	1995	"3,097"	"2,439"	17	35	397	1.263	69.015
IRL	21	1996	"3,235"	"2,772"	17	36	425	1.261	70.226
IRL	21	1997	"4,489"	"3,982"	18	38	483	1.195	71.297
IRL	21	1998	"5,746"	"5,476"	19	38	537	1.123	73.019
IRL	21	1999	"7,239"	"7,016"	19	38	597	1.067	74.211
IRL	21	2000	"8,631"	"7,721"	21	42	625	0.924	78.360
IRL	21	2001	"12,507"	"9,249"	24	49	721	0.895	82.178
IRL	21	2002	"17,408"	"11,902"	27	54	756	0.944	85.970
IRL	21	2003	"14,177"	"12,612"	26	53	787	1.131	88.971
IRL	21	2004	"12,508"	"10,979"	29	57	880	1.243	90.928
IRL	21	2005	"12,337"	"10,846"	29	58	"1,021"	1.246	93.137
IRL	21	2006	"11,937"	"10,455"	30	59	"1,016"	1.256	96.799
IRL	21	2007	"12,604"	"11,322"	31	62	"1,058"	1.371	101.540
IRL	21	2008	"12,137"	"9,146"	30	58	"1,116"	1.472	105.662
IRL	21	2009	"15,023"	"11,678"	29	68	"1,349"	1.393	100.931
IRL	21	2010	"14,788"	"14,788"	18	36	"1,450"	1.327	100.000
IRL	21	2011	"14,655"	"14,581"	17	34	"1,405"	1.391	102.557
IRL	21	2012	"12,372"	"13,531"	16	33	"1,321"	1.286	104.297
IRL	21	2013	"12,231"	"11,857"	16	33	"1,367"	1.328	104.827
IRL	21	2014	"13,707"	"13,398"	17	36	"1,396"	1.329	105.019
IRL	21	2015			18	38		1.110	104.714
IRL	21	2016			20	42		1.107	104.723
IRL	21	2017			20	42		1.129	105.080
IRL	21	2018			21	44		1.181	105.593
IRL	22-23	1950						2.208	3.505
IRL	22-23	1951						2.208	3.783
IRL	22-23	1952						2.208	4.113
IRL	22-23	1953						2.208	4.331
IRL	22-23	1954						2.208	4.344
IRL	22-23	1955						2.208	4.456
IRL	22-23	1956						2.208	4.646
IRL	22-23	1957						2.208	4.836
IRL	22-23	1958						2.208	5.052
IRL	22-23	1959						2.208	5.052
IRL	22-23	1960						2.208	5.074
IRL	22-23	1961						2.208	5.215
IRL	22-23	1962						2.208	5.437
IRL	22-23	1963						2.208	5.570
IRL	22-23	1964						2.208	5.945
IRL	22-23	1965						2.208	6.244
IRL	22-23	1966						2.208	6.430
IRL	22-23	1967						2.178	6.631
IRL	22-23	1968						1.893	6.948
IRL	22-23	1969						1.893	7.460
IRL	22-23	1970	33	287	21	46	22	1.893	8.073
IRL	22-23	1971	37	298	21	45	24	1.919	8.797
IRL	22-23	1972	46	315	21	46	30	1.970	9.553
IRL	22-23	1973	55	338	22	47	36	1.932	10.645
IRL	22-23	1974	63	355	23	48	42	1.844	12.451
IRL	22-23	1975	78	325	22	46	52	1.745	15.051
IRL	22-23	1976	94	357	21	45	62	1.417	17.756
IRL	22-23	1977	122	388	22	46	80	1.376	20.148
IRL	22-23	1978	150	420	23	47	99	1.512	21.702
IRL	22-23	1979	179	463	23	48	118	1.614	24.587
IRL	22-23	1980	206	427	24	48	135	1.621	29.051
IRL	22-23	1981	236	463	23	46	155	1.273	34.970
IRL	22-23	1982	282	482	23	45	186	1.120	40.966
IRL	22-23	1983	323	516	21	42	213	0.983	45.246
IRL	22-23	1984	363	570	20	40	239	0.856	49.160
IRL	22-23	1985	447	643	20	39	294	0.839	51.813
IRL	22-23	1986	453	681	21	41	299	1.061	53.796
IRL	22-23	1987	431	645	20	40	285	1.172	55.495
IRL	22-23	1988	490	726	20	41	323	1.202	56.680
IRL	22-23	1989	546	820	21	42	360	1.117	58.998
IRL	22-23	1990	599	861	22	43	383	1.306	60.955
IRL	22-23	1991	587	805	22	43	397	1.272	62.912
IRL	22-23	1992	576	796	21	43	409	1.343	64.843
IRL	22-23	1993	604	835	21	43	421	1.166	65.796
IRL	22-23	1994	695	960	22	45	457	1.179	67.316
IRL	22-23	1995	799	"1,074"	22	47	510	1.263	69.015
IRL	22-23	1996	828	"1,097"	23	49	548	1.261	70.226
IRL	22-23	1997	934	"1,160"	25	50	573	1.195	71.297
IRL	22-23	1998	"1,088"	"1,173"	26	54	648	1.123	73.019
IRL	22-23	1999	"1,188"	"1,194"	24	50	696	1.067	74.211
IRL	22-23	2000	"1,326"	"1,272"	27	55	767	0.924	78.360
IRL	22-23	2001	"1,416"	"1,278"	25	51	754	0.895	82.178
IRL	22-23	2002	"1,393"	"1,205"	26	52	729	0.944	85.970
IRL	22-23	2003	"1,480"	"1,275"	24	48	785	1.131	88.971
IRL	22-23	2004	"1,542"	"1,278"	23	45	856	1.243	90.928
IRL	22-23	2005	"1,680"	"1,294"	23	46	952	1.246	93.137
IRL	22-23	2006	"1,803"	"1,311"	22	44	974	1.256	96.799
IRL	22-23	2007	"1,863"	"1,357"	22	43	"1,079"	1.371	101.540
IRL	22-23	2008	"1,418"	"1,166"	18	36	"1,038"	1.472	105.662
IRL	22-23	2009	958	793	14	26	823	1.393	100.931
IRL	22-23	2010	741	741	18	33	645	1.327	100.000
IRL	22-23	2011	796	735	16	29	580	1.391	102.557
IRL	22-23	2012	781	667	15	29	574	1.286	104.297
IRL	22-23	2013	912	679	16	32	662	1.328	104.827
IRL	22-23	2014	"1,106"	680	16	31	661	1.329	105.019
IRL	22-23	2015	"1,131"	750	17	34	656	1.110	104.714
IRL	22-23	2016	"1,402"	789	18	36	815	1.107	104.723
IRL	22-23	2017	"1,502"	848	19	39	881	1.129	105.080
IRL	22-23	2018	"1,473"	919	18	38	817	1.181	105.593
IRL	22	1950						2.208	3.505
IRL	22	1951						2.208	3.783
IRL	22	1952						2.208	4.113
IRL	22	1953						2.208	4.331
IRL	22	1954						2.208	4.344
IRL	22	1955						2.208	4.456
IRL	22	1956						2.208	4.646
IRL	22	1957						2.208	4.836
IRL	22	1958						2.208	5.052
IRL	22	1959						2.208	5.052
IRL	22	1960						2.208	5.074
IRL	22	1961						2.208	5.215
IRL	22	1962						2.208	5.437
IRL	22	1963						2.208	5.570
IRL	22	1964						2.208	5.945
IRL	22	1965						2.208	6.244
IRL	22	1966						2.208	6.430
IRL	22	1967						2.178	6.631
IRL	22	1968						1.893	6.948
IRL	22	1969						1.893	7.460
IRL	22	1970	10	109	8	17	7	1.893	8.073
IRL	22	1971	12	113	8	17	8	1.919	8.797
IRL	22	1972	14	120	8	17	10	1.970	9.553
IRL	22	1973	17	129	8	18	12	1.932	10.645
IRL	22	1974	20	135	9	18	13	1.844	12.451
IRL	22	1975	25	123	8	18	16	1.745	15.051
IRL	22	1976	29	136	8	17	20	1.417	17.756
IRL	22	1977	38	147	8	17	25	1.376	20.148
IRL	22	1978	47	160	8	18	31	1.512	21.702
IRL	22	1979	56	176	9	18	38	1.614	24.587
IRL	22	1980	64	163	9	18	43	1.621	29.051
IRL	22	1981	74	185	9	17	50	1.273	34.970
IRL	22	1982	104	223	9	17	70	1.120	40.966
IRL	22	1983	118	236	8	16	79	0.983	45.246
IRL	22	1984	130	249	8	15	87	0.856	49.160
IRL	22	1985	164	287	8	15	110	0.839	51.813
IRL	22	1986	181	307	8	16	122	1.061	53.796
IRL	22	1987	190	319	8	15	127	1.172	55.495
IRL	22	1988	205	328	8	15	137	1.202	56.680
IRL	22	1989	222	357	8	16	149	1.117	58.998
IRL	22	1990	261	406	8	16	170	1.306	60.955
IRL	22	1991	256	381	8	16	176	1.272	62.912
IRL	22	1992	277	413	8	17	189	1.343	64.843
IRL	22	1993	263	392	8	18	194	1.166	65.796
IRL	22	1994	307	453	9	19	213	1.179	67.316
IRL	22	1995	357	512	9	20	243	1.263	69.015
IRL	22	1996	374	503	10	21	271	1.261	70.226
IRL	22	1997	404	488	10	21	268	1.195	71.297
IRL	22	1998	458	489	11	23	286	1.123	73.019
IRL	22	1999	478	493	10	21	291	1.067	74.211
IRL	22	2000	528	505	12	24	327	0.924	78.360
IRL	22	2001	608	506	11	22	317	0.895	82.178
IRL	22	2002	607	460	10	20	328	0.944	85.970
IRL	22	2003	641	490	9	18	366	1.131	88.971
IRL	22	2004	647	485	9	17	393	1.243	90.928
IRL	22	2005	667	460	9	18	424	1.246	93.137
IRL	22	2006	707	469	7	14	421	1.256	96.799
IRL	22	2007	676	484	7	15	426	1.371	101.540
IRL	22	2008	559	436	7	14	403	1.472	105.662
IRL	22	2009	423	347	5	10	371	1.393	100.931
IRL	22	2010	362	362	8	15	290	1.327	100.000
IRL	22	2011	370	357	8	15	253	1.391	102.557
IRL	22	2012	421	341	7	13	269	1.286	104.297
IRL	22	2013	427	351	7	14	274	1.328	104.827
IRL	22	2014	485	327	7	14	287	1.329	105.019
IRL	22	2015	578	353	8	17	307	1.110	104.714
IRL	22	2016	630	357	9	19	395	1.107	104.723
IRL	22	2017	693	383	11	22	433	1.129	105.080
IRL	22	2018	665	412	10	21	390	1.181	105.593
IRL	23	1950						2.208	3.505
IRL	23	1951						2.208	3.783
IRL	23	1952						2.208	4.113
IRL	23	1953						2.208	4.331
IRL	23	1954						2.208	4.344
IRL	23	1955						2.208	4.456
IRL	23	1956						2.208	4.646
IRL	23	1957						2.208	4.836
IRL	23	1958						2.208	5.052
IRL	23	1959						2.208	5.052
IRL	23	1960						2.208	5.074
IRL	23	1961						2.208	5.215
IRL	23	1962						2.208	5.437
IRL	23	1963						2.208	5.570
IRL	23	1964						2.208	5.945
IRL	23	1965						2.208	6.244
IRL	23	1966						2.208	6.430
IRL	23	1967						2.178	6.631
IRL	23	1968						1.893	6.948
IRL	23	1969						1.893	7.460
IRL	23	1970	23	183	13	29	15	1.893	8.073
IRL	23	1971	25	190	13	28	17	1.919	8.797
IRL	23	1972	32	200	13	28	21	1.970	9.553
IRL	23	1973	38	215	14	29	25	1.932	10.645
IRL	23	1974	44	226	14	30	28	1.844	12.451
IRL	23	1975	54	207	14	29	35	1.745	15.051
IRL	23	1976	65	227	13	28	42	1.417	17.756
IRL	23	1977	84	247	14	29	54	1.376	20.148
IRL	23	1978	103	268	14	29	67	1.512	21.702
IRL	23	1979	123	294	15	30	80	1.614	24.587
IRL	23	1980	141	271	15	30	92	1.621	29.051
IRL	23	1981	162	289	14	28	105	1.273	34.970
IRL	23	1982	178	272	14	28	116	1.120	40.966
IRL	23	1983	204	293	13	26	133	0.983	45.246
IRL	23	1984	233	333	13	25	152	0.856	49.160
IRL	23	1985	283	369	13	24	185	0.839	51.813
IRL	23	1986	272	380	13	26	177	1.061	53.796
IRL	23	1987	241	332	13	25	157	1.172	55.495
IRL	23	1988	285	401	13	25	186	1.202	56.680
IRL	23	1989	324	466	13	26	211	1.117	58.998
IRL	23	1990	337	459	14	27	213	1.306	60.955
IRL	23	1991	331	428	14	27	221	1.272	62.912
IRL	23	1992	299	387	12	26	220	1.343	64.843
IRL	23	1993	341	447	12	25	228	1.166	65.796
IRL	23	1994	388	511	13	26	244	1.179	67.316
IRL	23	1995	442	567	13	27	267	1.263	69.015
IRL	23	1996	454	597	13	28	277	1.261	70.226
IRL	23	1997	530	674	14	29	305	1.195	71.297
IRL	23	1998	630	686	15	31	362	1.123	73.019
IRL	23	1999	710	703	14	29	405	1.067	74.211
IRL	23	2000	799	769	16	32	440	0.924	78.360
IRL	23	2001	809	774	15	30	437	0.895	82.178
IRL	23	2002	786	750	16	31	401	0.944	85.970
IRL	23	2003	839	788	15	30	419	1.131	88.971
IRL	23	2004	896	797	14	28	463	1.243	90.928
IRL	23	2005	"1,013"	844	14	28	528	1.246	93.137
IRL	23	2006	"1,096"	851	14	29	553	1.256	96.799
IRL	23	2007	"1,188"	884	14	29	652	1.371	101.540
IRL	23	2008	859	738	11	22	635	1.472	105.662
IRL	23	2009	535	447	8	16	452	1.393	100.931
IRL	23	2010	378	378	9	18	355	1.327	100.000
IRL	23	2011	425	378	8	15	327	1.391	102.557
IRL	23	2012	360	328	9	17	305	1.286	104.297
IRL	23	2013	485	329	9	18	389	1.328	104.827
IRL	23	2014	621	349	8	17	374	1.329	105.019
IRL	23	2015	553	392	8	17	349	1.110	104.714
IRL	23	2016	772	429	8	17	420	1.107	104.723
IRL	23	2017	810	462	8	17	449	1.129	105.080
IRL	23	2018	808	503	8	17	427	1.181	105.593
IRL	24-25	1950						2.208	3.505
IRL	24-25	1951						2.208	3.783
IRL	24-25	1952						2.208	4.113
IRL	24-25	1953						2.208	4.331
IRL	24-25	1954						2.208	4.344
IRL	24-25	1955						2.208	4.456
IRL	24-25	1956						2.208	4.646
IRL	24-25	1957						2.208	4.836
IRL	24-25	1958						2.208	5.052
IRL	24-25	1959						2.208	5.052
IRL	24-25	1960						2.208	5.074
IRL	24-25	1961						2.208	5.215
IRL	24-25	1962						2.208	5.437
IRL	24-25	1963						2.208	5.570
IRL	24-25	1964						2.208	5.945
IRL	24-25	1965						2.208	6.244
IRL	24-25	1966						2.208	6.430
IRL	24-25	1967						2.178	6.631
IRL	24-25	1968						1.893	6.948
IRL	24-25	1969						1.893	7.460
IRL	24-25	1970	25	324	24	53	16	1.893	8.073
IRL	24-25	1971	28	337	24	52	18	1.919	8.797
IRL	24-25	1972	36	369	24	53	23	1.970	9.553
IRL	24-25	1973	44	402	25	54	28	1.932	10.645
IRL	24-25	1974	49	413	26	56	31	1.844	12.451
IRL	24-25	1975	62	383	25	54	39	1.745	15.051
IRL	24-25	1976	75	422	25	52	47	1.417	17.756
IRL	24-25	1977	100	477	25	53	63	1.376	20.148
IRL	24-25	1978	128	536	26	54	81	1.512	21.702
IRL	24-25	1979	155	597	27	55	98	1.614	24.587
IRL	24-25	1980	178	593	27	55	113	1.621	29.051
IRL	24-25	1981	176	549	27	53	113	1.273	34.970
IRL	24-25	1982	221	573	26	52	139	1.120	40.966
IRL	24-25	1983	228	545	25	48	143	0.983	45.246
IRL	24-25	1984	261	587	23	46	162	0.856	49.160
